	pErk,EGF,1,m	pErk,EGF,100,m	pErk,EPR,1,m	pErk,EPR,100,m	pErk,BTC,1,m	pErk,BTC,100,m	pErk,HRG,1,m	pErk,HRG,100,m	pErk,INS,1,m	pErk,INS,100,m	pErk,IGF-1,1,m	pErk,IGF-1,100,m	pErk,IGF-2,1,m	pErk,IGF-2,100,m	pErk,PDGF-BB,1,m	pErk,PDGF-BB,100,m	pErk,HGF,1,m	pErk,HGF,100,m	pErk,SCF,1,m	pErk,SCF,100,m	pErk,FGF-1,1,m	pErk,FGF-1,100,m	pErk,FGF-2,1,m	pErk,FGF-2,100,m	pErk,NGF-beta,1,m	pErk,NGF-beta,100,m	pErk,EFNA1,1,m	pErk,EFNA1,100,m	pErk,VEGF165,1,m	pErk,VEGF165,100,m	pAkt,EGF,1,m	pAkt,EGF,100,m	pAkt,EPR,1,m	pAkt,EPR,100,m	pAkt,BTC,1,m	pAkt,BTC,100,m	pAkt,HRG,1,m	pAkt,HRG,100,m	pAkt,INS,1,m	pAkt,INS,100,m	pAkt,IGF-1,1,m	pAkt,IGF-1,100,m	pAkt,IGF-2,1,m	pAkt,IGF-2,100,m	pAkt,PDGF-BB,1,m	pAkt,PDGF-BB,100,m	pAkt,HGF,1,m	pAkt,HGF,100,m	pAkt,SCF,1,m	pAkt,SCF,100,m	pAkt,FGF-1,1,m	pAkt,FGF-1,100,m	pAkt,FGF-2,1,m	pAkt,FGF-2,100,m	pAkt,NGF-beta,1,m	pAkt,NGF-beta,100,m	pAkt,EFNA1,1,m	pAkt,EFNA1,100,m	pAkt,VEGF165,1,m	pAkt,VEGF165,100,m
HCC70	1.53230142610566	1.66442006620288	1.33434163608292	1.73517406135546	1.5331545806403	1.51612559602287	0.523432121878049	0.980022974795028	-0.114422397359734	0.031014317882487	-0.114422397359734	-0.114422397359734	-0.006641969710362	-0.007313779597693	0.063625685591525	0.114001648236335	-0.04516933369951	1.34431739559298	-0.114422397359734	0.252964242768704	0.289395817094477	0.060279790621467	-0.048726945252981	-0.114422397359734	0.091755097065528	0.266925057060599	-0.114422397359734	-0.114422397359734	0.017567263248911	-0.024088591475845	0.456031467672054	0.620679404815084	0.423775777951595	0.618315146750986	0.480656694470243	0.5862742106766	0.671046205015594	0.791187876808269	-0.072910338947694	-0.066732867674215	-0.049768736963453	0.039802558264542	-0.02050083795097	0.046811630349226	0.012387677898935	0.110571302809372	0.17078963918891	0.730532579142629	0.120581466285387	0.485800077871507	0.0339162784903	0.006412384653317	0.031823171704276	0.030510144081772	-0.064692670725371	-0.060315453482786	0.003451392195274	0.039849924617059	-0.026512361796691	-0.043753571664734
HS578T	0.778922095910412	0.943383622094496	0.030451690444737	0.859821540785009	0.82470322638394	0.894337444696148	-0.026356907331038	-0.074437261991809	-0.085086997071511	-0.002210380524167	-0.056657105145305	0.005349283911404	-0.076405530901096	-0.009865905071405	0.142301755692402	0.824477177887322	0.057473170248216	0.830619039541243	-0.052998288945178	0.014915094050414	0.469018627419813	0.902175347346966	0.780186723608219	0.922154269517336	0.072609576959744	0.156238236176365	0.06837152508481	0.084942784216487	0.163909104112892	0.143421417363378	0.761143337226131	1.20799448611808	0.006807031557768	0.87813789362688	0.845395979175956	1.13162224641369	0.017079825282404	0.005381065916088	-0.126518804483843	-0.073617169385444	-0.122780872008856	0.330202381320908	-0.090556633663479	0.102232870887694	0.529770380891231	1.30536261060678	0.107574086111792	1.04792352649354	-0.07172108366449	-0.110099002385526	0.175602305571532	0.494536640991542	0.374097422347474	0.543278539897247	-0.017145643141859	-0.031028690039991	-0.043108710438786	-0.008297764081796	0.055485366489501	0.107196020296866
MCF10A	0.809811349921935	0.881365442215526	0.46801700112819	0.939330069162674	0.819491240814511	0.824627615154376	-0.045265961388278	0.329311176565916	0.178283966513082	0.102107871600862	-0.128128608768828	0.381674308203022	0.467969261614029	0.422829500869691	-0.078002787283353	-0.065543107425512	0.075836816149965	0.84195040578984	0.205682335136607	-0.085164303771774	0.467816757394087	0.432873253966868	0.251966354592268	0.20595116992776	-0.037777540967027	-0.133420733507391	0.036035487299286	0.076662501518635	-0.022683391220184	0.281410330433898	0.250153483585708	0.65355032077202	0.061859241102784	0.498226577182545	0.339417681682404	0.601156924441142	0.109821312369136	0.627297699535548	0.073466855952636	0.199698139421659	0.134411478443446	0.871881979663614	0.329173589380772	0.803388352899125	-0.018894898469282	-0.110032793985822	0.01519952686025	0.719763946519174	0.09240519657937	-0.121285570369417	0.110999717901696	0.111636985332242	-0.035457833709359	-0.032119042765182	-0.036520153988817	-0.058478234280686	0.011126251675782	-0.157525457655114	-0.175963063963552	0.064748278386181
MCF10F	1.49792911555275	1.619722631538	0.534022294328186	1.5518621259422	1.57524156136549	1.53924083455337	1.04793513159522	1.47416502305211	0	0	0	0.343305358463997	0	0.196810676436028	0	0	0	1.7299881871797	0	0	0.086245683044506	0.372460108795828	0.314872575903566	0.333492046986729	0	0.081253611848373	0	0	0.444611619087486	0.661797938576812	0.235071112889995	0.340018626838253	0.151096259236013	0.108226962558719	0.278413326741472	0.368176111001137	1.09246410261178	1.36577573767334	-0.190503992837924	-0.025177707655402	-0.088020341041462	0.598343903229183	0.119886286333055	0.473146662758385	0.047485268656086	0.043905382341066	0.03481343919088	0.676804474360779	-0.039684598266055	-0.187903713737653	0.135654175669737	0.079391107132217	0.091320442834949	0.068275578017955	-0.016656547106827	-0.084801087503192	0.013703417860937	0.004372523148808	0.02871036334716	0.194676630253834
MCF12A	0.169821628862219	0.474379498339296	-0.063864558284586	0.248155534025388	0.220002159514327	0.48899879458633	0.020034868661956	0.031242833245629	-0.003371524909305	0.10910250654903	0.040082181864516	0.119761642866175	0.007019758215722	0.111294205307556	0.054513276943609	0.147016615571185	0.084516910767366	0.555836823810917	0.020425153711819	0.064271692975302	0.359222080180898	0.332069219121528	0.180423994239706	0.385289875810743	0.066102050476855	0.144956727130999	0.031730569976356	0.073557033112893	0.111219647395491	0.057773561601162	0.020245242185671	0.130460726521027	0.092268927711853	0.012060631459746	0.013586725898845	0.115823152367977	0.092310378591946	0.043177964788441	-0.154566150752168	0.20568683431787	-0.111211453397988	0.347026987236195	-0.082962940480735	0.163442505741681	-0.126750519171266	-0.137991532057037	-0.146444264411261	0.206340704430256	-0.398163017645257	-0.242584879469485	0.079515971329401	-0.107248766159206	0.076066439903615	0.095653179759125	-0.021157902107481	-0.040655977706471	-0.069667623010353	0.024039553497042	0.024057899901854	0.154070343729029
MCF7	0.94850206445761	1.21428702661991	-0.277434734900339	0.902072355470739	1.21494167062032	1.30128743425356	1.37579893896481	1.85682145231729	-0.581833728432308	-0.174106226185331	-0.498735553777595	1.07816124846709	-0.510657448502422	0.481673010723571	-0.259162370586261	-0.102081864496692	-0.101735561010074	0.812540558868066	-0.35229313316693	0.012238238936894	1.17052485394858	1.41868145581764	1.14661774404488	1.3527639858423	-0.380300549168759	-0.021326822627257	-0.275184317614887	-0.03884069538216	-0.008421317484453	-0.163966819765664	0.106894900306199	0.191424002874842	0.005595783763718	0.072054693643904	0.056208464187123	0.204529798549665	0.419768304826184	0.919263290595604	-0.039045492011294	0.167318023679427	0.002514733502825	0.567346616830136	-0.023965476071498	0.37884844984117	-0.013351545757053	0.052105577774965	-0.01650449593151	0.085878669882994	-0.082526759375996	0.05006513251113	0.092890911208978	0.132188474857546	0.034015572982177	0.062389488504012	-0.124676687328917	0.04252135351449	0.003347106872803	0.106994147005739	-0.066403129476466	0.008267445003633
MCF7	1.28040873545009	1.34202611618324	0.468071617446693	1.27673769138041	1.85368076686765	1.9856406213402	2.12072211148049	2.30609452464805	0	0	0	1.68372913758582	0	1.30847508372288	0	0	0	0.662736711465057	0	0	1.76198909741712	2.06387582327741	1.87572470045769	1.92209219039262	0.175248935152074	0.105836494761404	0	0.204693504074125	0.496509034907841	0.880122462538535	-0.163429125470945	-0.022136864030584	-0.029735288447063	-0.163429125470945	0.053582045323176	0.402089338752113	0.824835524157415	1.41650245302792	-0.045501418083381	0.382603533521147	0.227252273783201	1.07413971134829	0.031632958831639	0.932185709102423	0.048007535743805	-0.030554996607556	0.159557063556003	0.192719076948929	-0.062176392746653	0.143970356220084	-0.040329001213572	-0.047904015750705	0.157909882242724	-0.01952149593644	0.332886196747768	0.346050045448182	-0.163429125470945	-0.04536532378443	0.126555116067139	0.066878147313832
MDAMB134VI	0.049319331689614	-0.0041352136624	0.089019309765109	-0.056769541960136	0.060242475434351	-0.047873540543321	0.264082134640776	0.533131760211176	-0.072038734087206	-0.022732444933672	-0.207571465784778	-0.003852968483014	-0.047885398120668	-0.104411508352163	-0.059105334419196	-0.050574566422463	-0.065104281679721	-0.012903236254624	-0.13684979945321	-0.033794905492633	0.509505064373555	0.814060789976128	0.482592964023769	0.82040875177503	0.103881314189469	0.147378971001111	-0.039480039824815	0.066811581700029	0.263556577955487	0.320453053582367	0	0	0	0	0	0	0.131193807025597	0.461871707248544	0	0.120272978114732	0	0.188947075354818	0	0.059613587792945	0	0	0	0	0	0.062763991248951	0	0	0	0	0.068973381302688	0.12379320423368	0	0.061266372889674	0.236291126635979	0.223496132358849
MDAMB157	1.6621012766866	1.74696581892375	0	1.32061702585999	1.78410222071616	1.62903088241079	0	0	0	0.625838342611945	0	0.470009867337126	0	0.162484341204784	0.94824173225486	1.65023291614213	0	0.436855852079292	0	1.01116734053664	1.58622881294452	0.925013072312841	1.56538712748309	1.63958835897634	0	0.510299167364755	0	0	0.257325453687596	0.080568844579435	0.12313972407255	0.480182841805887	0	0	0.260971524678062	0.339629437903487	0	0	0	0.578067457843832	0	0.496745065058048	0	0.367988050809075	0.669211505101731	1.32324465831781	0	0	0	0.583551843458054	0	0	0	0	0.103151860927558	0.299074091508422	0	0.060473648276845	0.215585772976291	0.060770457677335
MDAMB175VII	0.094577650432104	0.193403435783748	0.003435022270313	0.023306652731079	0.119189053253017	0.184417927222223	0.022301504606179	0.078698894258582	-0.000801656806183	-0.034298175942535	-0.022915916879984	-0.000088552921844	0.00755647921624	0.022904232966582	-0.006822504927272	0.019841436123438	0.026435001214817	0.026583239861962	0.013304956457583	-0.002369952382202	0.033354424392276	0.040423369419346	0.015712877495029	0.03252826750363	0.074759140555875	0.015189932987783	0.036082231054458	0.03361469358037	0.070345173612418	0.074171761487709	0.016488323217154	0.027520487021796	-0.007974369328522	-0.0287072372047	0.000506665845077	-0.01744968070718	0.016060344915591	0.23155191357121	0.016668012207828	0.217951492288964	-0.02481044615309	0.077717171048633	-0.006124482500063	0.049525659631867	0.027682923867493	0.03007499393903	0.023427157423188	0.063713801516782	0.025961882415545	0.031807528312364	0.006372681912638	-0.015637393568022	0.01565133049607	0.028155094989783	0.049537532506713	0.078991561983696	0.047544662519924	0.056627630285685	0.073369626828225	0.055687689391585
MDAMB231	1.49818701219923	1.59259144323493	0.958026826986815	1.64285701422814	1.55657913344183	1.5211354289776	0.419419264781248	1.10794462030134	-0.561873799022762	-0.460224826843396	-0.371688029811637	0.463041132881576	-0.213677758668832	0.393067688982796	-0.652907134296933	-0.479264747133806	0.186382857571469	1.63580748859504	-0.254676829038227	-0.458468138481494	0.539529580512034	1.32651948805748	-0.396153207412985	0.746020699898435	-0.842716400379094	-0.732258992135999	-0.95161563363404	-0.31640423772727	0.045558838007536	0.39542323475615	0.474371602760072	0.590427556776188	-0.015119876632278	0.343830391946645	0.245880363109662	0.516816466980883	0.278675695257997	0.642240762564482	-0.203639071701464	-0.348464925329268	-0.251557368840495	0.525944477966602	-0.093668403001406	0.41611596941511	-0.281779427136656	-0.074132219922261	-0.1936473268117	0.540375724236846	-0.161367883941217	-0.242602977327427	0.091016762154984	-0.348464925329268	-0.348464925329268	-0.189613308998024	0.135859121258523	0.126736167677215	0.039223591574081	0.220437333264009	0.227023217907354	0.325846162366597
MDAMB231	0.064017437715513	0.170971163434202	-0.00956114238559	0.111095344554529	0.090891340946756	0.161831813541921	-0.016290583528604	-0.00200357118611	0.01790626904415	0.049031714517622	0.02506195251343	0.050566655914058	0.014936063275292	0.058478892419529	0.027088290018455	0.070277739153655	0.054945395874886	0.230467545133598	0.009826747029896	0.027148722801121	0.057419030853886	0.101151314618644	0.101989573386889	0.10390652898987	0.016606522977672	0.036666053457377	-0.010259266079734	0.030552806417968	0.037167104637205	0.035968270783931	0.003634513703157	0.241601324754306	-0.025849904507588	-0.013319944055302	0.029918102271541	0.210891293855158	0.017747396229491	0.011428353432261	-0.162283717738344	-0.004009505295978	-0.13538617366088	0.301497080551728	-0.074800134834214	0.161207403347479	-0.047472643161094	-0.021208381442744	-0.006641933325388	0.263192790788979	-0.081346234020872	-0.144137721201466	0.013588353455133	-0.01139079344304	0.002744244717344	0.00675462487161	-0.134129993042232	-0.258421667641323	-0.06479508363876	0.010926572802101	-0.025997670105986	0.0200053093989
MDAMB361	0.24842593926054	0.674648165987734	0.202862952203389	0.577126805454391	0.604337318901387	0.818634736558836	1.24732195181082	1.38949296292784	-0.034574678316278	-0.177998287251891	-0.177998287251891	0.024520555326128	-0.177998287251891	-0.177998287251891	-0.177998287251891	-0.177998287251891	-0.177998287251891	-0.177998287251891	-0.177998287251891	-0.177998287251891	1.00808327539269	0.544053425149411	0.970275628771069	1.18455015972061	0.216794815783841	-0.177998287251891	-0.177998287251891	0.174756353374465	0.43581344300744	0.649038136889727	0.119282238154931	0.215267207764511	0.112440551915615	0.144373899679595	0.134261541523755	0.629306022097117	0.589351512081881	0.754045303351885	-0.24797382968895	0.040733087556442	-0.32561139873518	0.411653724133793	-0.07893468075242	0.306377227692618	-0.268842305459128	-0.161705748555146	-0.133469184236226	-0.173599555602304	-0.215604108366321	-0.254189808851503	0.040546107442803	0.011836126842508	0.026411835805342	0.042709658930999	-0.20198969814984	-0.204946559083248	-0.115630523583717	-0.051969638683641	-0.006911938224751	0.1006780451536
MDAMB415	0.176812758092417	0.216373329565504	0.012402263864606	-0.264421116462763	1.82501217617511	2.0248195105824	2.02060343576688	2.30625533523509	-0.264421116462763	-0.108172712297022	-0.264421116462763	-0.264421116462763	-0.264421116462763	-0.264421116462763	-0.13137986770219	0.132526783782345	-0.264421116462763	1.21301535843848	-0.264421116462763	0.204787083524043	1.49671221403835	1.67440954724928	1.25721555710793	2.00922508830913	0.602359244929005	0.96058215076646	0.04675494405434	0.262859939667602	1.08831708044454	0.972359715234858	0.074123799421971	0.04481696416356	0.057464909253719	0.076627854982748	0.13955135376102	0.255554857100156	0.251777489494308	0.386219077813183	0.121777628180146	0.097075235515689	0.094025485303758	0.094064705419336	-0.013078734517242	-0.011141413553967	0.016823724119876	0.059813201122299	0.055351263429247	0.120485370804034	0.015100388348332	0.110027197198111	0.104102603411694	0.129320537233473	0.184966668568202	0.214682798338186	0.117984020389578	0.123801321037217	0.177393142991939	0.170117382965115	0.169522105070802	0.178828371345155
MDAMB436	0.886305575718695	0.983035165684486	0	0.699077920542955	0.866882750234744	0.882933405348089	0	0	0.13437517672939	0.148022323732392	0.082180536973688	0.312438688352942	0	0.170863467522246	0	0	0.146490681588755	0.896436636808398	0	0.147373962783065	0.648910481849153	0.556283145622263	0.68825244881028	0.843209631727098	0.282817203769096	0.226630113580395	0	0	0.345345656481626	0.4813296522991	0.374452212031053	0.548525878090135	0.062964004899202	0.19614658387625	0.351237283782078	0.399998886706287	0.021828316774457	0.029883689729763	0.048924885421272	0.157286923749845	0.07888004602488	0.460802190553438	-0.036771191264887	0.288974309553646	-0.245664366991008	-0.117664075046719	0.010614379810324	0.40653092084778	-0.059926276490643	0.026023590039066	0.101550533291141	0.031694980928898	0.135674023263576	0.297874456616719	0.352545643642089	0.097951104399233	-0.213945660865444	-0.225717397821947	0.327523111844555	0.422996349543553
MDAMB453	0.133280775686047	0.208890775567226	0.077587053540472	0.429605438796162	0.290221280729763	0.265389343098222	0.51555435039094	0.700300828206583	-0.269363628903633	-0.222241001760173	-0.219821724517891	-0.124282886435314	-0.163249315623421	-0.065554779268214	-0.094489985313239	-0.01791156018431	-0.100194466294292	0.008256355554049	-0.118814448964596	-0.060439884463254	0.032229809051831	0.413513161820892	-0.026835686126532	0.694941703303593	0.006024431962373	0.117106361915263	-0.168546977429968	-0.201403429855833	0.155127777930908	0.101508515754049	-0.012785139346079	0.075677312836852	0.017279318272066	0.126347814559033	0.0500013874137	0.464338083281398	0.446673405277418	0.614322655130712	-0.108108494145811	-0.05178172786198	-0.097324168126646	-0.04873218946553	-0.09258133026172	-0.045492687214589	-0.035222911434129	-0.009880970312484	-0.034979733608189	-0.002330159996737	-0.057052745876217	-0.051794237100404	0.009491461969807	0.083954734550954	0.00514215317829	0.176297870868081	-0.054516993956904	-0.022937387758852	-0.02439029020605	-0.017674810430549	0.004459733585367	0.01517296952428
MDAMB468	0.911000392419544	1.09390511927105	1.05343767986809	1.12211430777541	0.90758409239073	1.0870111492443	0.347830758683148	0.662904275215724	-0.033798768068907	0.147433650685692	0.003018394087505	0.100347989524966	0.025437826508158	0.093182622504581	0.126306172786016	0.111651985491675	0.247733049612289	0.992377826914532	0.069834244813817	0.080216339694552	0.479400629234731	0.406492583255811	0.235306703088698	0.337218195157464	-0.00002833996638	0.132408728412699	0.041076104241374	0.046527296698036	0.044883343961698	-0.00301156150133	0.292339211464538	0.443220251321869	0.361239164982818	0.411388647473869	0.256152758340179	0.414692652160942	0.282552645828843	0.484712536899539	0.086039330673877	0.305429205657631	0.000782284155362	0.254143913933736	-0.038172144397899	0.169286050720896	-0.045234921190458	0.00545141565187	0.016215652298491	0.426036689511178	-0.058558157344507	-0.0195762490402	0.057792659689648	0.041799631544272	0.051754765656527	0.067437422036622	0.024151836554473	0.054264727665269	-0.033589998511863	-0.011255937853544	0.091786421291707	0.033562429401416
SKBR3	1.13934043264975	1.18946645779356	1.10912015216579	1.19770022420136	1.14823688932555	1.17903018055955	1.09857899500641	1.13042035408868	-0.048952664070126	-0.048952664070126	-0.048952664070126	-0.048952664070126	-0.048952664070126	-0.048952664070126	-0.048952664070126	0.017124436050364	0.134136675445988	0.581300607983217	0.012644131358885	-0.048952664070126	0.587908770081524	0.229161742781833	0.522365870773278	0.601920365495796	-0.048952664070126	0.107908337304995	0.020601659422408	-0.048952664070126	0.03683716620071	-0.048952664070126	0.236874773764136	0.602465397577174	0.125139048747372	0.505982908489561	0.220542427551157	0.696904104145165	0.690126024235254	0.783797281168739	-0.050504990351613	-0.04649379824601	-0.04039047838975	-0.038786060048902	-0.046475258155971	-0.047624795153282	-0.016000571797252	-0.029133921943339	0.044967889605481	0.073621589376582	-0.06560546584794	-0.048736878866484	0.030647272376868	-0.001163940956247	0.084697597825441	0.060329964674301	-0.046895487158494	-0.044209593088676	0.011153639704773	-0.011336497564415	-0.044984541589179	-0.041548638104616
SKBR3	0.781246482917142	0.820669583207395	0.742983336432017	0.827925718384442	0.769580228903229	0.816996132492144	0.720385518332642	0.787641165559821	-0.058130820406912	0.00744901646408	-0.045026135509923	-0.007555202030391	-0.072970891744579	-0.041149712499582	-0.037264345960174	-0.005551038165919	0.028976737757155	0.304525506097581	-0.096689253719852	-0.052252595783578	0.304077288487737	0.242461142061822	0.28300195147126	0.346948398835849	-0.013346938118101	0.043683195054222	0.002820887430496	0.026157542274974	0.072840778459923	0.020803031477089	0.227754398110737	0.619559777474368	0.083674153116448	0.500428505465926	0.195304338283032	0.715283366510974	0.663251534131517	0.806686445942775	-0.091193468536514	-0.031695313060988	-0.075756028391814	-0.031664836569106	-0.089844838502185	-0.051183882109891	-0.045233622733324	-0.046857205573845	-0.029121527069283	0.036629433091936	-0.088611554422075	-0.080609835206383	0.053336546844686	0.056918312698562	0.094255228271038	0.084271409549973	-0.063932139201049	-0.019492591786387	-0.0349776508865	-0.033569050450883	-0.014805147896656	-0.048796889464112
SKBR3	0.841822246819432	0.874369044708006	0.773591591655696	0.883069701884104	0.831962067049663	0.88067954126603	0.795611755086059	0.841102554215324	-0.040285266461229	-0.02194725205432	-0.0374273572747	-0.014114130730617	-0.025687392961788	0.01443305611015	-0.016897542494682	-0.000095634337979	0.110397528293516	0.338827720352016	-0.02044701095958	-0.003776845902405	0.373600962763299	0.243053978019228	0.286145860897233	0.309977317509001	0.053469725569777	0.076507284416528	-0.002934615742707	-0.030086969813024	0.055355863224707	0.068527370378524	0.23159704816264	0.678122211638441	0.073780519457806	0.532364735282885	0.24197604656603	0.840592182351928	0.758089820311503	0.885024018304285	-0.040526636492526	-0.004652454681669	-0.025587329918655	0.000530013097682	-0.012550380200715	0.040451834496171	-0.034381289269984	-0.030413808847362	0.038779182601284	0.076305297384434	-0.032522617783272	-0.017793102273178	0.02849528717033	-0.02265737158721	0.012509132648465	-0.035255555041422	0.003363912649481	-0.012996179877331	-0.042697356173448	-0.032954976738701	0.022307324465882	0.041417882024599
UACC893	0.090229649106539	0.305423406032118	0.132042344130334	0.400486014072631	0.446307241978457	0.415780494819296	0	0.155248491423982	0	0	0	0	0	0	0	0	0	0.061463325890859	0	0	0	0	0	0	0	0	0	0	0	0	-0.04011437853618	0.014469997797561	0.009580127206138	0.029973192511225	0.043324151127235	0.038881822469002	0.022272971814004	0.024677266313576	-0.15056547369701	-0.108912765882682	-0.081783722233871	-0.070646115783614	-0.111519613352153	-0.071545974934368	-0.081050172805306	-0.094766737938832	-0.07424471355107	-0.063415139962742	-0.096695928180165	-0.090125027245159	0.022250611873796	-0.032830761768687	0.004975669827004	-0.134335358045912	-0.201356467846877	-0.123619591129679	-0.069892593054091	-0.097125936516524	-0.083275092221035	-0.158748195538083
ZR751	1.25961266766748	1.45210117672155	0.519628227233344	1.31466088599378	1.5722991289526	1.42508952229779	1.62917388235037	1.80147018230586	-0.927395989434651	0.513194345618222	-0.962856786014896	0.962704425056047	-0.170838755505768	0.346946904892185	-0.8921268061981	-0.807994175505636	-0.30508991155428	0.24451143088538	-0.887647451826328	-1.08541772602362	1.29632316060975	1.44390868407905	1.274806270488	1.56628008289602	-0.949767113516801	-1.02847798454041	-0.742151707413716	-0.44234716257633	0.270826585673075	0.64555861507256	0.144251930623922	0.467978683506611	0.005825476124653	0.222385761330545	0.42857757607184	0.847838394716271	1.29570770115532	1.38672566857061	-0.02839112399646	0.541153193078462	-0.041956040461522	1.13548599119932	-0.039869718168885	0.475835655234877	-0.034489885846077	-0.152177594176633	-0.039331002281985	0.053806421104125	-0.095121331897022	-0.147431383874544	0.128978546265939	0.242627031494682	0.085443773947033	0.288571566468797	-0.080436112843692	-0.114059000546188	0.004048426928338	-0.208488273583484	-0.113948205659111	-0.029719140761738
ZR7530	-0.023085354710865	0.020750390499401	0.00716360849827	0.021008397053855	0.045148741676285	0.211594455167538	0.239412513243849	0.246337870995274	0.0136511585856	0.003004677421167	0.031676112327824	0.036679314991153	0.027299253421923	0.050349013448406	-0.018814308836183	0.001930240297397	-0.009141232760587	0.040304531297111	0.005692690802517	0.019262595975953	0.013259470391278	-0.029112098342236	0.015488018960294	0.031371365234879	0.009554001228178	0.042106923261802	0.01195854201645	0.008280280356882	-0.065411241346944	-0.063254124030236	-0.057727754041457	0.200417374075351	-0.011419025643632	0.179880811674499	0.115404744199892	0.962686877679432	0.867709933190494	1.05399417963605	-0.016191295295565	-0.024923808487688	-0.012749328842239	-0.005623422556467	0.0040006848593	0.028453978643526	-0.020854348892018	-0.015845237510689	-0.038233850497258	0.034127660062563	-0.00409944236853	0.019545231692632	-0.004111374899454	-0.04337380269064	0.011468234722335	0.023272380387881	-0.041147962818101	0.002641661369393	0.021131767882115	0.01294688168829	-0.058021522566827	-0.08205683062749
